group,image_path,image_name,exec_success,error_msg,plate_detected,detection_confidence,bbox,iou_gt,crop_width,crop_height,aspect_ratio,selected_variant,composite_score,raw_ocr_text,cleaned_text,plate_text,ocr_confidence,plate_type,is_valid_indian_format,error_category,processing_time_ms
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video11_1990.jpg,video11_1990.jpg,True,,True,0.848,"[312, 653, 655, 881]",0.2263,343,228,1.5,V0_COLOR_CLAHE,0.6859,HI_RDQ_ 0496,HIRDQ0496,HIRDQ0496,0.472,UNKNOWN,False,14. General low confidence / Unknown ambiguity,711.83
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video11_3280.jpg,video11_3280.jpg,True,,True,0.891,"[135, 267, 247, 305]",0.1044,112,38,2.95,V1_GRAY_CLAHE,0.7087,Mho5 DK 1018,MHO5DK1018,MH05DK1018,0.334,INDIAN,True,3. Extremely small plate resolution,808.08
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video11_3350.jpg,video11_3350.jpg,True,,True,0.836,"[423, 395, 752, 518]",1.7172,329,123,2.67,V1_GRAY_CLAHE,0.7486,"MH,02BQ.9628",MH02BQ9628,MH02BQ9628,0.434,INDIAN,True,14. General low confidence / Unknown ambiguity,735.91
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video11_4460.jpg,video11_4460.jpg,True,,True,0.884,"[175, 617, 389, 690]",0.0737,214,73,2.93,V2_ADAPTIVE_BINARIZE,0.5675,CRh O2MA 5324,CRHO2MA5324,CRHO2MA5324,0.197,UNKNOWN,False,4. Blur / Low contrast / Noise,802.91
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video11_4950.jpg,video11_4950.jpg,True,,True,0.867,"[136, 450, 324, 525]",0.0907,188,75,2.51,V0_COLOR_CLAHE,0.6591,MHOLAM7O14,MHOLAM7O14,MH01AM7014,0.148,INDIAN,True,4. Blur / Low contrast / Noise,805.67
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video2_4400.jpg,video2_4400.jpg,True,,True,0.888,"[208, 332, 399, 397]",0.1651,191,65,2.94,V1_GRAY_CLAHE,0.7355,MH 01 AV 8814,MH01AV8814,MH01AV8814,0.425,INDIAN,True,14. General low confidence / Unknown ambiguity,578.9
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video3_1050.jpg,video3_1050.jpg,True,,True,0.806,"[72, 297, 178, 330]",0.0594,106,33,3.21,V0_COLOR_CLAHE,0.5527,E22 407,E22407,E22407,0.312,UNKNOWN,False,3. Extremely small plate resolution,941.32
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video3_1070.jpg,video3_1070.jpg,True,,True,0.777,"[137, 482, 214, 507]",0.0316,77,25,3.08,V0_COLOR_CLAHE,0.5544,[402238407,402238407,402238407,0.149,UNKNOWN,False,3. Extremely small plate resolution,840.37
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video3_1190.jpg,video3_1190.jpg,True,,True,0.848,"[138, 482, 250, 518]",0.0467,112,36,3.11,V1_GRAY_CLAHE,0.4546,2,2,2,0.434,UNKNOWN,False,3. Extremely small plate resolution,788.98
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video3_1210.jpg,video3_1210.jpg,True,,True,0.85,"[170, 470, 316, 525]",0.0765,146,55,2.65,V0_COLOR_CLAHE,0.6532,Va 02 BT 8482,VA02BT8482,VA02BT8482,0.399,UNKNOWN,False,4. Blur / Low contrast / Noise,489.88
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video3_1730.jpg,video3_1730.jpg,True,,True,0.866,"[130, 393, 241, 424]",0.0549,111,31,3.58,V2_ADAPTIVE_BINARIZE,0.7057,MHozEE8LOZ,MHOZEE8LOZ,MH02EE8102,0.264,INDIAN,True,3. Extremely small plate resolution,943.7
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video3_1890.jpg,video3_1890.jpg,True,,True,0.839,"[114, 460, 205, 484]",0.033,91,24,3.79,V2_ADAPTIVE_BINARIZE,0.5939,m02 W407,M02W407,M02W407,0.313,UNKNOWN,False,3. Extremely small plate resolution,954.87
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video4_1100.jpg,video4_1100.jpg,True,,True,0.843,"[114, 215, 212, 245]",0.1232,98,30,3.27,V2_ADAPTIVE_BINARIZE,0.3301,Ewi,EWI,EWI,0.035,UNKNOWN,False,3. Extremely small plate resolution,809.87
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video4_2170.jpg,video4_2170.jpg,True,,True,0.88,"[165, 468, 408, 586]",0.1476,243,118,2.06,V1_GRAY_CLAHE,0.6739,U WUo MH 04 DW 9020,UWUOMH04DW9020,UWUOMH04DW9020,0.453,UNKNOWN,False,14. General low confidence / Unknown ambiguity,748.48
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video4_2600.jpg,video4_2600.jpg,True,,True,0.884,"[368, 187, 620, 344]",0.0,252,157,1.61,V0_COLOR_CLAHE,0.6741,"Kd MH,01 BU; 1852",KDMH01BU1852,KDMH01BU1852,0.466,UNKNOWN,False,14. General low confidence / Unknown ambiguity,631.27
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video4_2820.jpg,video4_2820.jpg,True,,True,0.85,"[238, 431, 500, 538]",0.1995,262,107,2.45,V1_GRAY_CLAHE,0.7186,"""MHOLAV.7461}",MHOLAV7461,MH01AV7461,0.383,INDIAN,True,4. Blur / Low contrast / Noise,492.32
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/video4_3760.jpg,video4_3760.jpg,True,,True,0.85,"[211, 305, 414, 360]",0.2066,203,55,3.69,V1_GRAY_CLAHE,0.7457,MH020w8021,MH020W8021,MH02OW8021,0.364,INDIAN,True,4. Blur / Low contrast / Noise,668.11
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/000812dcf304a8e7_jpg.rf.ba32e6c184b3d974abcced6f7c29af6d.jpg,000812dcf304a8e7_jpg.rf.ba32e6c184b3d974abcced6f7c29af6d.jpg,True,,True,0.765,"[402, 706, 499, 752]",0.0514,97,46,2.11,V1_GRAY_CLAHE,0.7425,63721#BA,63721BA,63721BA,0.466,UNKNOWN,False,14. General low confidence / Unknown ambiguity,614.03
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/002519f868563098_jpg.rf.29775b804909c1d042ce008c09f033e4.jpg,002519f868563098_jpg.rf.29775b804909c1d042ce008c09f033e4.jpg,True,,True,0.803,"[194, 481, 300, 549]",0.1013,106,68,1.56,V0_COLOR_CLAHE,0.6867,YIRS 6783,YIRS6783,YIRS6783,0.418,UNKNOWN,False,14. General low confidence / Unknown ambiguity,547.25
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/002d099996f3f443_jpg.rf.edb05fc406d0db3a30d19b526234e4ae.jpg,002d099996f3f443_jpg.rf.edb05fc406d0db3a30d19b526234e4ae.jpg,True,,True,0.717,"[341, 600, 657, 662]",0.0584,316,62,5.1,V2_ADAPTIVE_BINARIZE,0.2522,"D47 ,",D47,D47,0.039,UNKNOWN,False,4. Blur / Low contrast / Noise,1142.25
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/005e1faed531ae7e_jpg.rf.b493fac1c7704ed76cf809123c779202.jpg,005e1faed531ae7e_jpg.rf.b493fac1c7704ed76cf809123c779202.jpg,True,,True,0.768,"[241, 592, 309, 617]",0.0274,68,25,2.72,V1_GRAY_CLAHE,0.6631,FJA799,FJA799,FJA799,0.476,UNKNOWN,False,3. Extremely small plate resolution,782.23
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/0063e41b53567829_jpg.rf.f143141ae759bcbfbead4ea8146da45d.jpg,0063e41b53567829_jpg.rf.f143141ae759bcbfbead4ea8146da45d.jpg,True,,True,0.7,"[209, 200, 272, 219]",3.562,63,19,3.32,V0_COLOR_CLAHE,0.764,KAEOG58,KAEOG58,KAEOG58,0.472,UNKNOWN,False,3. Extremely small plate resolution,882.0
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/006a2f13b5b16c64_jpg.rf.1559f3f976bad6120d96f538829a549f.jpg,006a2f13b5b16c64_jpg.rf.1559f3f976bad6120d96f538829a549f.jpg,True,,True,0.369,"[208, 523, 272, 543]",0.0,64,20,3.2,V0_COLOR_CLAHE,0.0,,,,0.0,UNKNOWN,False,3. Extremely small plate resolution,694.72
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/0088be963439e57d_jpg.rf.28c073cfe5dd21fd19b31521c529ae47.jpg,0088be963439e57d_jpg.rf.28c073cfe5dd21fd19b31521c529ae47.jpg,True,,False,0.0,None,0.0,0,0,0.0,NONE,0.0,,,,0.0,UNKNOWN,False,1. Detector failure,42.85
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/00c82d64185293a7_jpg.rf.6aaeb74faf1905eeee48dd4fb324e013.jpg,00c82d64185293a7_jpg.rf.6aaeb74faf1905eeee48dd4fb324e013.jpg,True,,True,0.806,"[407, 405, 541, 459]",0.8648,134,54,2.48,V1_GRAY_CLAHE,0.6957,BE 33 TA squi MALES,BE33TASQUIMALES,BE33TASQUIMALES,0.476,UNKNOWN,False,14. General low confidence / Unknown ambiguity,933.04
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/00e4cd60e84c0463_jpg.rf.3f6ceeb5a044679bc8049117a6f2367d.jpg,00e4cd60e84c0463_jpg.rf.3f6ceeb5a044679bc8049117a6f2367d.jpg,True,,True,0.78,"[251, 550, 341, 579]",0.0388,90,29,3.1,V2_ADAPTIVE_BINARIZE,0.6165,0827PFB,0827PFB,0827PFB,0.308,FOREIGN,False,3. Extremely small plate resolution,829.93
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/00e8e5e79255536f_jpg.rf.04e24b86d0c062773ed207e247043b8c.jpg,00e8e5e79255536f_jpg.rf.04e24b86d0c062773ed207e247043b8c.jpg,True,,True,0.763,"[477, 409, 592, 456]",0.0,115,47,2.45,V1_GRAY_CLAHE,0.62,EcNko6N,ECNKO6N,ECNKO6N,0.315,UNKNOWN,False,4. Blur / Low contrast / Noise,651.79
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/024a77ccdb9410b1_jpg.rf.dfde0091152387a1229edd8ec788f7a8.jpg,024a77ccdb9410b1_jpg.rf.dfde0091152387a1229edd8ec788f7a8.jpg,True,,False,0.0,None,0.0,0,0,0.0,NONE,0.0,,,,0.0,UNKNOWN,False,1. Detector failure,50.1
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/0269b68e1093b0be_jpg.rf.d849090c88004eebda423e5fc2874c19.jpg,0269b68e1093b0be_jpg.rf.d849090c88004eebda423e5fc2874c19.jpg,True,,True,0.808,"[582, 498, 720, 578]",0.0,138,80,1.73,V0_COLOR_CLAHE,0.7325,WAShINGTON 481ZFZ,WASHINGTON481ZFZ,WASHINGTON481ZFZ,0.489,UNKNOWN,False,14. General low confidence / Unknown ambiguity,419.57
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/02a3ba4c3886fe9a_jpg.rf.3e8359561ec92f1bbbe9f7ca5454eb44.jpg,02a3ba4c3886fe9a_jpg.rf.3e8359561ec92f1bbbe9f7ca5454eb44.jpg,True,,True,0.826,"[345, 259, 712, 466]",3.0071,367,207,1.77,V1_GRAY_CLAHE,0.7203,1240 ADATHORD,1240ADATHORD,1240ADATHORD,0.471,UNKNOWN,False,14. General low confidence / Unknown ambiguity,815.28
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/1649292507302_jpg.rf.33756b032c23c4f4af7579aed14448ef.jpg,1649292507302_jpg.rf.33756b032c23c4f4af7579aed14448ef.jpg,True,,True,0.904,"[2, 83, 797, 496]",0.6907,795,413,1.92,V2_ADAPTIVE_BINARIZE,0.6643,019 6 T AXX,0196TAXX,0196TAXX,0.438,UNKNOWN,False,14. General low confidence / Unknown ambiguity,3612.12
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/1649292507307_jpg.rf.4c920459b889dc3db5fe3c57592f3011.jpg,1649292507307_jpg.rf.4c920459b889dc3db5fe3c57592f3011.jpg,True,,True,0.694,"[175, 327, 377, 386]",0.1504,202,59,3.42,V1_GRAY_CLAHE,0.6987,523 Ksa VB D,523KSAVBD,523KSAVBD,0.497,UNKNOWN,False,14. General low confidence / Unknown ambiguity,761.69
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/1649292507312_jpg.rf.f4026f759d9bb32bfa8ad082060fd3f2.jpg,1649292507312_jpg.rf.f4026f759d9bb32bfa8ad082060fd3f2.jpg,True,,True,0.815,"[0, 0, 622, 140]",0.9968,622,140,4.44,V1_GRAY_CLAHE,0.644,TTtt J 3 Y TILu 8 8 8 8 KSA Lt B,TTTTJ3YTILU8888KSALTB,TTTTJ3YTILU8888KSALTB,0.425,UNKNOWN,False,14. General low confidence / Unknown ambiguity,1204.8
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/BB8986_jpg.rf.37bee5cf185c20188e7bad02428eaf19.jpg,BB8986_jpg.rf.37bee5cf185c20188e7bad02428eaf19.jpg,True,,True,0.792,"[197, 248, 296, 281]",0.234,99,33,3.0,V2_ADAPTIVE_BINARIZE,0.5454,BBB9bb,BBB9BB,BBB9BB,0.241,FOREIGN,False,3. Extremely small plate resolution,1013.84
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/Can-20Someone-20Really-20Steal-20Your-20Info-20From-20Your_yythkg_jpg.rf.4ce97351c72e07b89b7ea7fa3f0e4af4.jpg,Can-20Someone-20Really-20Steal-20Your-20Info-20From-20Your_yythkg_jpg.rf.4ce97351c72e07b89b7ea7fa3f0e4af4.jpg,True,,True,0.802,"[422, 480, 609, 560]",0.3593,187,80,2.34,V2_ADAPTIVE_BINARIZE,0.7071,APR: HLZRN4 PINKIEG,APRHLZRN4PINKIEG,APRHLZRN4PINKIEG,0.477,UNKNOWN,False,14. General low confidence / Unknown ambiguity,1100.87
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate114_jpg.rf.065dde596108804daf8bbfe6dcce957f.jpg,CarLongPlate114_jpg.rf.065dde596108804daf8bbfe6dcce957f.jpg,True,,True,0.82,"[314, 124, 374, 147]",0.0,60,23,2.61,V2_ADAPTIVE_BINARIZE,0.6979,51F.065323,51F065323,51F065323,0.436,UNKNOWN,False,3. Extremely small plate resolution,788.4
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate118_jpg.rf.720792ffa0cd7776e58f3dd397b5ddc7.jpg,CarLongPlate118_jpg.rf.720792ffa0cd7776e58f3dd397b5ddc7.jpg,True,,True,0.823,"[220, 215, 320, 244]",1.3158,100,29,3.45,V1_GRAY_CLAHE,0.6949,SOLD-0L4.11,SOLD0L411,SOLD0L411,0.463,UNKNOWN,False,3. Extremely small plate resolution,916.31
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate161_jpg.rf.1926166fd6d384eda07c159efa222b3c.jpg,CarLongPlate161_jpg.rf.1926166fd6d384eda07c159efa222b3c.jpg,True,,True,0.812,"[265, 261, 345, 285]",1.1743,80,24,3.33,V1_GRAY_CLAHE,0.6781,G0A 208.80,G0A20880,G0A20880,0.436,UNKNOWN,False,3. Extremely small plate resolution,892.61
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate212_jpg.rf.f1856aee2196cf3863ccc30c37cd1ecd.jpg,CarLongPlate212_jpg.rf.f1856aee2196cf3863ccc30c37cd1ecd.jpg,True,,True,0.815,"[140, 122, 252, 154]",206.1429,112,32,3.5,V0_COLOR_CLAHE,0.5765,LZA 065 461,LZA065461,LZA065461,0.226,UNKNOWN,False,3. Extremely small plate resolution,904.79
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate291_jpg.rf.db52a651a36cd74277ff80d82cadde1e.jpg,CarLongPlate291_jpg.rf.db52a651a36cd74277ff80d82cadde1e.jpg,True,,True,0.814,"[238, 193, 336, 224]",0.0,98,31,3.16,V0_COLOR_CLAHE,0.6454,61G 51332,61G51332,61G51332,0.335,UNKNOWN,False,3. Extremely small plate resolution,875.08
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate304_jpg.rf.5fa803579f16d4714b3637d193de5096.jpg,CarLongPlate304_jpg.rf.5fa803579f16d4714b3637d193de5096.jpg,True,,True,0.842,"[257, 200, 350, 232]",0.0,93,32,2.91,V2_ADAPTIVE_BINARIZE,0.6128,SF-075.68,SF07568,SF07568,0.389,UNKNOWN,False,3. Extremely small plate resolution,877.39
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate319_jpg.rf.9d0aead6501c01f75874b9d50b685999.jpg,CarLongPlate319_jpg.rf.9d0aead6501c01f75874b9d50b685999.jpg,True,,True,0.789,"[167, 258, 252, 283]",0.1088,85,25,3.4,V2_ADAPTIVE_BINARIZE,0.6052,6F.07973,6F07973,6F07973,0.335,UNKNOWN,False,3. Extremely small plate resolution,912.9
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate324_jpg.rf.5ec142a7c34ce4267daf3a2b40c8945c.jpg,CarLongPlate324_jpg.rf.5ec142a7c34ce4267daf3a2b40c8945c.jpg,True,,True,0.811,"[274, 206, 369, 236]",0.0,95,30,3.17,V2_ADAPTIVE_BINARIZE,0.6714,610-49539,61049539,61049539,0.387,UNKNOWN,False,3. Extremely small plate resolution,885.86
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate361_jpg.rf.81fabb4369d82ba37522e0c8290cf24f.jpg,CarLongPlate361_jpg.rf.81fabb4369d82ba37522e0c8290cf24f.jpg,True,,True,0.819,"[174, 143, 285, 178]",0.0,111,35,3.17,V0_COLOR_CLAHE,0.6873,61F-598.81,61F59881,61F59881,0.455,UNKNOWN,False,3. Extremely small plate resolution,854.62
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate418_jpg.rf.6d4f2c081549fb84c3e2496a5cd66f40.jpg,CarLongPlate418_jpg.rf.6d4f2c081549fb84c3e2496a5cd66f40.jpg,True,,True,0.809,"[243, 137, 327, 163]",0.0,84,26,3.23,V2_ADAPTIVE_BINARIZE,0.628,51A*-05227,51A05227,51A05227,0.336,UNKNOWN,False,3. Extremely small plate resolution,855.54
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate506_jpg.rf.3f52b013a8b07a93871a99e6fceadc73.jpg,CarLongPlate506_jpg.rf.3f52b013a8b07a93871a99e6fceadc73.jpg,True,,True,0.805,"[212, 206, 310, 236]",1.5789,98,30,3.27,V2_ADAPTIVE_BINARIZE,0.7149,61F24476,61F24476,61F24476,0.43,UNKNOWN,False,3. Extremely small plate resolution,925.82
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate559_jpg.rf.9a872c09f085b1bc247dcae4958f4051.jpg,CarLongPlate559_jpg.rf.9a872c09f085b1bc247dcae4958f4051.jpg,True,,True,0.819,"[180, 87, 289, 124]",0.0,109,37,2.95,V0_COLOR_CLAHE,0.6088,610 014Zo,610014ZO,610014ZO,0.262,UNKNOWN,False,3. Extremely small plate resolution,807.06
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate587_jpg.rf.af625b2056368789a073df3dadd39b1e.jpg,CarLongPlate587_jpg.rf.af625b2056368789a073df3dadd39b1e.jpg,True,,True,0.81,"[164, 111, 272, 144]",0.0,108,33,3.27,V1_GRAY_CLAHE,0.5625,676-446141,676446141,676446141,0.165,UNKNOWN,False,3. Extremely small plate resolution,870.88
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate591_jpg.rf.43b12a5beb27e5abcbed4e261d144e49.jpg,CarLongPlate591_jpg.rf.43b12a5beb27e5abcbed4e261d144e49.jpg,True,,True,0.81,"[182, 122, 286, 153]",0.0,104,31,3.35,V1_GRAY_CLAHE,0.6547,51F 2LL.03,51F2LL03,51F2LL03,0.389,UNKNOWN,False,3. Extremely small plate resolution,928.0
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate61_jpg.rf.a9a8d1c0ac304cf8a88f87b40ffa7ee6.jpg,CarLongPlate61_jpg.rf.a9a8d1c0ac304cf8a88f87b40ffa7ee6.jpg,True,,True,0.811,"[162, 217, 273, 252]",0.2297,111,35,3.17,V0_COLOR_CLAHE,0.7362,64 311.18,6431118,6431118,0.486,UNKNOWN,False,3. Extremely small plate resolution,794.43
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate636_jpg.rf.e91ae3c18d350f9bfba20fd0712132fe.jpg,CarLongPlate636_jpg.rf.e91ae3c18d350f9bfba20fd0712132fe.jpg,True,,True,0.806,"[179, 207, 277, 237]",0.2962,98,30,3.27,V1_GRAY_CLAHE,0.5544,STF-4l6IL,STF4L6IL,STF4L6IL,0.153,UNKNOWN,False,3. Extremely small plate resolution,960.66
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate648_jpg.rf.b1e85b4cda643261bbf20d2c6026e713.jpg,CarLongPlate648_jpg.rf.b1e85b4cda643261bbf20d2c6026e713.jpg,True,,True,0.823,"[125, 190, 222, 219]",0.1617,97,29,3.34,V0_COLOR_CLAHE,0.6694,61F:155.85],61F15585,61F15585,0.448,UNKNOWN,False,3. Extremely small plate resolution,913.33
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate660_jpg.rf.f2058c6ea7b0473a05f50be809e5bdc2.jpg,CarLongPlate660_jpg.rf.f2058c6ea7b0473a05f50be809e5bdc2.jpg,True,,True,0.82,"[246, 210, 347, 240]",0.0,101,30,3.37,V1_GRAY_CLAHE,0.6198,F1F 598.81,F1F59881,F1F59881,0.32,UNKNOWN,False,3. Extremely small plate resolution,929.48
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate661_jpg.rf.efad8cbdff4e024ded2e8bc7b25508dd.jpg,CarLongPlate661_jpg.rf.efad8cbdff4e024ded2e8bc7b25508dd.jpg,True,,True,0.819,"[235, 195, 330, 227]",0.0,95,32,2.97,V1_GRAY_CLAHE,0.6371,51F.598.81,51F59881,51F59881,0.354,UNKNOWN,False,3. Extremely small plate resolution,846.74
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate685_jpg.rf.18897b02400b6ecc6181302082b2bc2a.jpg,CarLongPlate685_jpg.rf.18897b02400b6ecc6181302082b2bc2a.jpg,True,,True,0.812,"[261, 197, 361, 229]",0.0,100,32,3.12,V0_COLOR_CLAHE,0.6209,614 691.72,61469172,61469172,0.322,UNKNOWN,False,3. Extremely small plate resolution,875.55
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate68_jpg.rf.911ccd08b70af2753b1cf1c13a12fec4.jpg,CarLongPlate68_jpg.rf.911ccd08b70af2753b1cf1c13a12fec4.jpg,True,,True,0.81,"[264, 225, 346, 251]",0.0,82,26,3.15,V0_COLOR_CLAHE,0.709,294 51798,29451798,29451798,0.462,UNKNOWN,False,3. Extremely small plate resolution,866.84
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate705_jpg.rf.18cfb74f45e82c808e1eebb5f48ed9d9.jpg,CarLongPlate705_jpg.rf.18cfb74f45e82c808e1eebb5f48ed9d9.jpg,True,,True,0.809,"[235, 246, 340, 278]",0.5433,105,32,3.28,V1_GRAY_CLAHE,0.5975,61A 961Z1,61A961Z1,61A961Z1,0.239,UNKNOWN,False,3. Extremely small plate resolution,919.88
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate720_jpg.rf.3e39bcd1d4128d9e6e66b8412743c8b8.jpg,CarLongPlate720_jpg.rf.3e39bcd1d4128d9e6e66b8412743c8b8.jpg,True,,True,0.799,"[253, 212, 354, 243]",0.0,101,31,3.26,V0_COLOR_CLAHE,0.6909,62A.05195,62A05195,62A05195,0.426,UNKNOWN,False,3. Extremely small plate resolution,864.85
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate732_jpg.rf.8d303131129a91c2967c0fb8485ae1a0.jpg,CarLongPlate732_jpg.rf.8d303131129a91c2967c0fb8485ae1a0.jpg,True,,True,0.802,"[248, 156, 337, 184]",0.0,89,28,3.18,V2_ADAPTIVE_BINARIZE,0.6024,G0A35981,G0A35981,G0A35981,0.205,UNKNOWN,False,3. Extremely small plate resolution,913.94
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate738_jpg.rf.491975d94de28932e17cb6e0d6e4cb27.jpg,CarLongPlate738_jpg.rf.491975d94de28932e17cb6e0d6e4cb27.jpg,True,,True,0.826,"[220, 226, 327, 258]",0.6442,107,32,3.34,V2_ADAPTIVE_BINARIZE,0.6456,61F.590.11,61F59011,61F59011,0.371,UNKNOWN,False,3. Extremely small plate resolution,925.84
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate760_jpg.rf.975119ddb2da64788756c03aff12d53e.jpg,CarLongPlate760_jpg.rf.975119ddb2da64788756c03aff12d53e.jpg,True,,True,0.828,"[195, 231, 306, 266]",0.2819,111,35,3.17,V1_GRAY_CLAHE,0.642,514 897.14,51489714,51489714,0.364,UNKNOWN,False,3. Extremely small plate resolution,839.72
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate821_jpg.rf.b199ffa6750e5831500645b32bdbeba0.jpg,CarLongPlate821_jpg.rf.b199ffa6750e5831500645b32bdbeba0.jpg,True,,True,0.823,"[185, 158, 302, 193]",0.0,117,35,3.34,V2_ADAPTIVE_BINARIZE,0.7053,614554.33,61455433,61455433,0.455,UNKNOWN,False,3. Extremely small plate resolution,879.0
