group,image_path,image_name,exec_success,error_msg,plate_detected,detection_confidence,bbox,iou_gt,crop_width,crop_height,aspect_ratio,selected_variant,composite_score,raw_ocr_text,cleaned_text,plate_text,ocr_confidence,plate_type,is_valid_indian_format,error_category,processing_time_ms
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate972_jpg.rf.5c7156f5b1cb3bc4b17c11807a7061f3.jpg,CarLongPlate972_jpg.rf.5c7156f5b1cb3bc4b17c11807a7061f3.jpg,True,,True,0.809,"[143, 243, 246, 274]",0.1111,103,31,3.32,V2_ADAPTIVE_BINARIZE,0.6756,EFF-78904,EFF78904,EFF78904,0.396,UNKNOWN,False,3. Extremely small plate resolution,888.5
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate973_jpg.rf.5ed0ef1f66299be344e3d28fa0e131a1.jpg,CarLongPlate973_jpg.rf.5ed0ef1f66299be344e3d28fa0e131a1.jpg,True,,True,0.813,"[221, 209, 317, 237]",5.7598,96,28,3.43,V1_GRAY_CLAHE,0.6599,SIF 78904,SIF78904,SIF78904,0.364,UNKNOWN,False,3. Extremely small plate resolution,913.06
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlate979_jpg.rf.9db18d136467e585a54ecbe2d64aabd7.jpg,CarLongPlate979_jpg.rf.9db18d136467e585a54ecbe2d64aabd7.jpg,True,,True,0.817,"[126, 156, 218, 185]",0.3008,92,29,3.17,V1_GRAY_CLAHE,0.7014,61F € 692.59,61F69259,61F69259,0.536,UNKNOWN,False,NONE,891.46
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1002_jpg.rf.83f7d2e7d95b3edfe7ba2479e4de4924.jpg,CarLongPlateGen1002_jpg.rf.83f7d2e7d95b3edfe7ba2479e4de4924.jpg,True,,True,0.806,"[143, 179, 234, 205]",0.2164,91,26,3.5,V2_ADAPTIVE_BINARIZE,0.8641,66547,66547,66547,0.953,UNKNOWN,False,NONE,938.27
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1025_jpg.rf.bf8ed8825f386158cc6cc83e723dde5f.jpg,CarLongPlateGen1025_jpg.rf.bf8ed8825f386158cc6cc83e723dde5f.jpg,True,,True,0.818,"[170, 132, 277, 163]",0.0,107,31,3.45,V1_GRAY_CLAHE,0.6534,L34-18650],L3418650,L3418650,0.387,UNKNOWN,False,3. Extremely small plate resolution,932.42
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1053_jpg.rf.146a85f8f1a1b9f3a3c8776536eb39c4.jpg,CarLongPlateGen1053_jpg.rf.146a85f8f1a1b9f3a3c8776536eb39c4.jpg,True,,True,0.817,"[263, 178, 352, 206]",0.0,89,28,3.18,V2_ADAPTIVE_BINARIZE,0.6817,616-.9539,6169539,6169539,0.527,UNKNOWN,False,NONE,881.72
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1065_jpg.rf.b27f189a1604080f833c00ef72f0a3b3.jpg,CarLongPlateGen1065_jpg.rf.b27f189a1604080f833c00ef72f0a3b3.jpg,True,,True,0.821,"[192, 87, 297, 120]",0.0,105,33,3.18,V0_COLOR_CLAHE,0.6234,614 01204,61401204,61401204,0.291,UNKNOWN,False,3. Extremely small plate resolution,892.0
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1066_jpg.rf.5cd21b37db7e7795f39e7540eb0c684c.jpg,CarLongPlateGen1066_jpg.rf.5cd21b37db7e7795f39e7540eb0c684c.jpg,True,,True,0.792,"[299, 220, 376, 243]",0.0,77,23,3.35,V0_COLOR_CLAHE,0.8181,64 001204,64001204,64001204,0.587,UNKNOWN,False,NONE,887.94
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1072_jpg.rf.6483f2d6d44372c983427ad79d77803a.jpg,CarLongPlateGen1072_jpg.rf.6483f2d6d44372c983427ad79d77803a.jpg,True,,True,0.786,"[257, 257, 341, 280]",0.8887,84,23,3.65,V1_GRAY_CLAHE,0.6093,510-.491.60,51049160,51049160,0.328,UNKNOWN,False,3. Extremely small plate resolution,958.92
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1073_jpg.rf.bc86f9b7878762f9d689d536d243fb16.jpg,CarLongPlateGen1073_jpg.rf.bc86f9b7878762f9d689d536d243fb16.jpg,True,,True,0.805,"[293, 213, 369, 238]",0.0,76,25,3.04,V1_GRAY_CLAHE,0.5538,51F.617.12],51F61712,51F61712,0.217,UNKNOWN,False,3. Extremely small plate resolution,846.72
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1109_jpg.rf.3bcd0652e17bf8e454fe594d167092ba.jpg,CarLongPlateGen1109_jpg.rf.3bcd0652e17bf8e454fe594d167092ba.jpg,True,,True,0.83,"[187, 83, 290, 114]",0.0,103,31,3.32,V2_ADAPTIVE_BINARIZE,0.8338,6OA.359.81,6OA35981,6OA35981,0.748,UNKNOWN,False,NONE,949.68
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1116_jpg.rf.d945d24c36cc893cf29b97560fbe3b95.jpg,CarLongPlateGen1116_jpg.rf.d945d24c36cc893cf29b97560fbe3b95.jpg,True,,True,0.778,"[234, 225, 313, 249]",3.5765,79,24,3.29,V1_GRAY_CLAHE,0.6339,6IE32488,6IE32488,6IE32488,0.268,UNKNOWN,False,3. Extremely small plate resolution,925.04
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1121_jpg.rf.7bec5af7b5fb8cc72a9ae8a748fa3b1c.jpg,CarLongPlateGen1121_jpg.rf.7bec5af7b5fb8cc72a9ae8a748fa3b1c.jpg,True,,True,0.803,"[291, 230, 369, 253]",0.0,78,23,3.39,V0_COLOR_CLAHE,0.6738,61F.1155.85,61F115585,61F115585,0.42,UNKNOWN,False,3. Extremely small plate resolution,917.48
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1122_jpg.rf.cd2be06b99f404e97927d54a2ee70464.jpg,CarLongPlateGen1122_jpg.rf.cd2be06b99f404e97927d54a2ee70464.jpg,True,,True,0.833,"[193, 136, 301, 170]",0.0,108,34,3.18,V2_ADAPTIVE_BINARIZE,0.7129,61F5988],61F5988,61F5988,0.551,UNKNOWN,False,NONE,854.1
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1141_jpg.rf.7e3b2e2a1589df661930a1990201fdc6.jpg,CarLongPlateGen1141_jpg.rf.7e3b2e2a1589df661930a1990201fdc6.jpg,True,,True,0.807,"[241, 141, 327, 169]",0.0,86,28,3.07,V0_COLOR_CLAHE,0.7131,61A.01204,61A01204,61A01204,0.471,UNKNOWN,False,3. Extremely small plate resolution,824.46
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1143_jpg.rf.5c4fe76419c2f3053d713d8a209a7596.jpg,CarLongPlateGen1143_jpg.rf.5c4fe76419c2f3053d713d8a209a7596.jpg,True,,True,0.808,"[238, 227, 348, 260]",3.4755,110,33,3.33,V0_COLOR_CLAHE,0.8559,61F-079.73,61F07973,61F07973,0.792,UNKNOWN,False,NONE,921.39
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1157_jpg.rf.65dd9c1f7454ae86c37ba00f77a78548.jpg,CarLongPlateGen1157_jpg.rf.65dd9c1f7454ae86c37ba00f77a78548.jpg,True,,True,0.829,"[249, 213, 354, 241]",0.0,105,28,3.75,V1_GRAY_CLAHE,0.7169,51F.630.34,51F63034,51F63034,0.514,UNKNOWN,False,NONE,1020.72
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen115_jpg.rf.4ee40d05361be1a8f8d4e44a117217e3.jpg,CarLongPlateGen115_jpg.rf.4ee40d05361be1a8f8d4e44a117217e3.jpg,True,,True,0.784,"[217, 170, 273, 185]",0.0,56,15,3.73,V1_GRAY_CLAHE,0.5473,B1 82488,B182488,B182488,0.22,UNKNOWN,False,3. Extremely small plate resolution,1094.94
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1175_jpg.rf.23979947eb44d96d1acd1b58b3fe89d1.jpg,CarLongPlateGen1175_jpg.rf.23979947eb44d96d1acd1b58b3fe89d1.jpg,True,,True,0.813,"[217, 147, 311, 175]",0.0,94,28,3.36,V2_ADAPTIVE_BINARIZE,0.7511,6G3169,6G3169,6G3169,0.652,UNKNOWN,False,NONE,924.45
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1178_jpg.rf.6fb6f73183f7eac9b04650a9a18a3707.jpg,CarLongPlateGen1178_jpg.rf.6fb6f73183f7eac9b04650a9a18a3707.jpg,True,,True,0.805,"[219, 217, 320, 249]",0.902,101,32,3.16,V0_COLOR_CLAHE,0.8218,610-51332,61051332,61051332,0.688,UNKNOWN,False,NONE,901.46
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1183_jpg.rf.a016eb9f71feccd42205457fcd33c97e.jpg,CarLongPlateGen1183_jpg.rf.a016eb9f71feccd42205457fcd33c97e.jpg,True,,True,0.838,"[252, 185, 351, 216]",0.0,99,31,3.19,V0_COLOR_CLAHE,0.612,6IF.222 61,6IF22261,6IF22261,0.304,UNKNOWN,False,3. Extremely small plate resolution,869.22
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1205_jpg.rf.440b2451b7e203142813213b4ac2045b.jpg,CarLongPlateGen1205_jpg.rf.440b2451b7e203142813213b4ac2045b.jpg,True,,True,0.801,"[221, 186, 319, 214]",0.0,98,28,3.5,V0_COLOR_CLAHE,0.7344,61A85325,61A85325,61A85325,0.469,UNKNOWN,False,3. Extremely small plate resolution,939.76
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1216_jpg.rf.1d6b111f891f234c0efce6426564edf3.jpg,CarLongPlateGen1216_jpg.rf.1d6b111f891f234c0efce6426564edf3.jpg,True,,True,0.807,"[248, 242, 357, 275]",2.0314,109,33,3.3,V0_COLOR_CLAHE,0.8969,51G290.34,51G29034,51G29034,0.838,UNKNOWN,False,NONE,941.07
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1218_jpg.rf.f27e2216268f36843374562379867484.jpg,CarLongPlateGen1218_jpg.rf.f27e2216268f36843374562379867484.jpg,True,,True,0.869,"[199, 60, 305, 144]",0.0,106,84,1.26,V0_COLOR_CLAHE,0.777,68-C1 375.20},68C137520,68C137520,0.677,UNKNOWN,False,NONE,377.71
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1219_jpg.rf.32a03502751d51eee478d8aa3748a8cb.jpg,CarLongPlateGen1219_jpg.rf.32a03502751d51eee478d8aa3748a8cb.jpg,True,,True,0.845,"[121, 75, 239, 113]",0.0,118,38,3.11,V2_ADAPTIVE_BINARIZE,0.6463,61G25181,61G25181,61G25181,0.293,UNKNOWN,False,3. Extremely small plate resolution,879.83
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1231_jpg.rf.5262da9a0ae856b18adc04275cf1ee9f.jpg,CarLongPlateGen1231_jpg.rf.5262da9a0ae856b18adc04275cf1ee9f.jpg,True,,True,0.789,"[299, 255, 383, 281]",0.0,84,26,3.23,V2_ADAPTIVE_BINARIZE,0.9203,51F.07973,51F07973,51F07973,0.885,UNKNOWN,False,NONE,863.16
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1232_jpg.rf.b046360e5d61840cb08dc82b758203de.jpg,CarLongPlateGen1232_jpg.rf.b046360e5d61840cb08dc82b758203de.jpg,True,,True,0.828,"[199, 77, 302, 113]",0.0,103,36,2.86,V0_COLOR_CLAHE,0.6066,51F 617.12,51F61712,51F61712,0.293,UNKNOWN,False,3. Extremely small plate resolution,809.11
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1245_jpg.rf.b9cc43fd2d400bcd0907b875466e91a4.jpg,CarLongPlateGen1245_jpg.rf.b9cc43fd2d400bcd0907b875466e91a4.jpg,True,,True,0.833,"[182, 100, 290, 137]",0.0,108,37,2.92,V2_ADAPTIVE_BINARIZE,0.7289,61A-897.14,61A89714,61A89714,0.538,UNKNOWN,False,NONE,855.28
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1246_jpg.rf.1aec6417084e3b860765e1f0e301ed4d.jpg,CarLongPlateGen1246_jpg.rf.1aec6417084e3b860765e1f0e301ed4d.jpg,True,,True,0.812,"[291, 230, 370, 255]",0.0,79,25,3.16,V2_ADAPTIVE_BINARIZE,0.7588,51A.89714,51A89714,51A89714,0.562,UNKNOWN,False,NONE,894.73
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1260_jpg.rf.314b36079baf2731d1a57780f32a21ce.jpg,CarLongPlateGen1260_jpg.rf.314b36079baf2731d1a57780f32a21ce.jpg,True,,True,0.795,"[267, 265, 349, 289]",0.8353,82,24,3.42,V2_ADAPTIVE_BINARIZE,0.771,51G.436.30,51G43630,51G43630,0.622,UNKNOWN,False,NONE,949.24
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1264_jpg.rf.6d6d72c5d3d4ca6ba0835cd1d41079f5.jpg,CarLongPlateGen1264_jpg.rf.6d6d72c5d3d4ca6ba0835cd1d41079f5.jpg,True,,True,0.829,"[199, 113, 308, 148]",0.0,109,35,3.11,V1_GRAY_CLAHE,0.8489,51F 222.61,51F22261,51F22261,0.778,UNKNOWN,False,NONE,886.3
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1290_jpg.rf.439a7e61c5028f1d74f475a127c27683.jpg,CarLongPlateGen1290_jpg.rf.439a7e61c5028f1d74f475a127c27683.jpg,True,,True,0.8,"[289, 235, 371, 261]",0.0,82,26,3.15,V0_COLOR_CLAHE,0.6879,6F311.18,6F31118,6F31118,0.501,UNKNOWN,False,NONE,887.73
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1300_jpg.rf.9353d1988c6f39aac875abf9172ebcc4.jpg,CarLongPlateGen1300_jpg.rf.9353d1988c6f39aac875abf9172ebcc4.jpg,True,,True,0.841,"[132, 138, 241, 169]",0.5734,109,31,3.52,V2_ADAPTIVE_BINARIZE,0.8306,60A39961,60A39961,60A39961,0.661,UNKNOWN,False,NONE,992.62
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1334_jpg.rf.7a7ccae80b11c3b9918794544163a9d0.jpg,CarLongPlateGen1334_jpg.rf.7a7ccae80b11c3b9918794544163a9d0.jpg,True,,True,0.825,"[220, 178, 311, 206]",0.0,91,28,3.25,V0_COLOR_CLAHE,0.7984,614.691.72,61469172,61469172,0.677,UNKNOWN,False,NONE,910.6
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1340_jpg.rf.87531b7d9dad10be285022c4014895dd.jpg,CarLongPlateGen1340_jpg.rf.87531b7d9dad10be285022c4014895dd.jpg,True,,True,0.825,"[229, 160, 324, 192]",0.0,95,32,2.97,V0_COLOR_CLAHE,0.8041,57F 066.09,57F06609,57F06609,0.688,UNKNOWN,False,NONE,851.57
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1346_jpg.rf.472f12cd216f6a7364459135b684e54d.jpg,CarLongPlateGen1346_jpg.rf.472f12cd216f6a7364459135b684e54d.jpg,True,,True,0.801,"[209, 219, 308, 249]",0.58,99,30,3.3,V0_COLOR_CLAHE,0.8481,516 222.37,51622237,51622237,0.776,UNKNOWN,False,NONE,911.99
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1356_jpg.rf.8bb687d3a856154419465db232edaea0.jpg,CarLongPlateGen1356_jpg.rf.8bb687d3a856154419465db232edaea0.jpg,True,,True,0.813,"[201, 138, 289, 166]",0.0,88,28,3.14,V2_ADAPTIVE_BINARIZE,0.6943,5TA L5g7L,5TAL5G7L,5TAL5G7L,0.433,UNKNOWN,False,3. Extremely small plate resolution,918.13
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1365_jpg.rf.76a10aff0efe8047cfa05c84efe81398.jpg,CarLongPlateGen1365_jpg.rf.76a10aff0efe8047cfa05c84efe81398.jpg,True,,True,0.823,"[224, 243, 331, 275]",0.4108,107,32,3.34,V2_ADAPTIVE_BINARIZE,0.5928,61F.690.11,61F69011,61F69011,0.266,UNKNOWN,False,3. Extremely small plate resolution,919.06
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1367_jpg.rf.9b1ab317d851e83ba1ca203cf760312a.jpg,CarLongPlateGen1367_jpg.rf.9b1ab317d851e83ba1ca203cf760312a.jpg,True,,True,0.778,"[202, 204, 302, 237]",0.6107,100,33,3.03,V2_ADAPTIVE_BINARIZE,0.6873,32P.5688,32P5688,32P5688,0.5,UNKNOWN,False,NONE,850.0
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1379_jpg.rf.6e57aa6451ea1e0acdecbc9e17af7c83.jpg,CarLongPlateGen1379_jpg.rf.6e57aa6451ea1e0acdecbc9e17af7c83.jpg,True,,True,0.82,"[223, 181, 325, 211]",0.0,102,30,3.4,V2_ADAPTIVE_BINARIZE,0.8239,631691,631691,631691,0.685,UNKNOWN,False,NONE,919.68
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1387_jpg.rf.920673d3abb22543b9cf373c2e86e2bc.jpg,CarLongPlateGen1387_jpg.rf.920673d3abb22543b9cf373c2e86e2bc.jpg,True,,True,0.806,"[194, 225, 297, 254]",0.3097,103,29,3.55,V0_COLOR_CLAHE,0.8274,5TA 165.98,5TA16598,5TA16598,0.735,UNKNOWN,False,NONE,1018.78
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1398_jpg.rf.621f63c834b8d9f792034ec4b7cc3bf2.jpg,CarLongPlateGen1398_jpg.rf.621f63c834b8d9f792034ec4b7cc3bf2.jpg,True,,True,0.804,"[241, 204, 337, 234]",0.0,96,30,3.2,V1_GRAY_CLAHE,0.6887,614.853.25,61485325,61485325,0.457,UNKNOWN,False,3. Extremely small plate resolution,930.19
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1412_jpg.rf.70bc6c9d00e4d93bb52ad6062778e9e1.jpg,CarLongPlateGen1412_jpg.rf.70bc6c9d00e4d93bb52ad6062778e9e1.jpg,True,,True,0.805,"[193, 173, 291, 204]",0.0,98,31,3.16,V2_ADAPTIVE_BINARIZE,0.8818,F72078,F72078,F72078,0.914,UNKNOWN,False,NONE,882.15
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1417_jpg.rf.c3ec8b5dc96aa5e4efbce09543ef8ed2.jpg,CarLongPlateGen1417_jpg.rf.c3ec8b5dc96aa5e4efbce09543ef8ed2.jpg,True,,True,0.795,"[297, 195, 369, 217]",0.0,72,22,3.27,V2_ADAPTIVE_BINARIZE,0.8221,61G510.08,61G51008,61G51008,0.689,UNKNOWN,False,NONE,909.77
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1427_jpg.rf.10013f9f1433ecab67e489f1936c1db6.jpg,CarLongPlateGen1427_jpg.rf.10013f9f1433ecab67e489f1936c1db6.jpg,True,,True,0.822,"[202, 133, 314, 168]",0.0,112,35,3.2,V1_GRAY_CLAHE,0.7901,51F 07973,51F07973,51F07973,0.625,UNKNOWN,False,NONE,887.52
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1430_jpg.rf.c96f608366975d00004e6442f4ae8d94.jpg,CarLongPlateGen1430_jpg.rf.c96f608366975d00004e6442f4ae8d94.jpg,True,,True,0.816,"[154, 121, 264, 154]",0.0,110,33,3.33,V2_ADAPTIVE_BINARIZE,0.7268,61F-88270,61F88270,61F88270,0.498,UNKNOWN,False,3. Extremely small plate resolution,1038.58
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1438_jpg.rf.babc91e5214590ed974f8a7d7fe0891e.jpg,CarLongPlateGen1438_jpg.rf.babc91e5214590ed974f8a7d7fe0891e.jpg,True,,True,0.843,"[202, 138, 315, 175]",0.0,113,37,3.05,V1_GRAY_CLAHE,0.8016,61G.61332,61G61332,61G61332,0.648,UNKNOWN,False,NONE,868.46
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1446_jpg.rf.a923e1296c3b8160c03bb35a5cbe8526.jpg,CarLongPlateGen1446_jpg.rf.a923e1296c3b8160c03bb35a5cbe8526.jpg,True,,True,0.799,"[176, 87, 280, 118]",0.0,104,31,3.35,V2_ADAPTIVE_BINARIZE,0.7487,162A.056 6,162A0566,162A0566,0.577,UNKNOWN,False,NONE,1027.45
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1447_jpg.rf.d9220a44851fd07098771eec8d7785ff.jpg,CarLongPlateGen1447_jpg.rf.d9220a44851fd07098771eec8d7785ff.jpg,True,,True,0.83,"[154, 46, 251, 76]",0.0,97,30,3.23,V2_ADAPTIVE_BINARIZE,0.8364,86406840,86406840,86406840,0.673,UNKNOWN,False,NONE,992.46
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1453_jpg.rf.4c3ab494b914c2505abe28561561a83f.jpg,CarLongPlateGen1453_jpg.rf.4c3ab494b914c2505abe28561561a83f.jpg,True,,True,0.81,"[261, 247, 378, 286]",2.4484,117,39,3.0,V1_GRAY_CLAHE,0.6727,614 72474,61472474,61472474,0.39,UNKNOWN,False,3. Extremely small plate resolution,860.51
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen145_jpg.rf.f9a40101b62ce9b3d7f3b898e0d7ed1a.jpg,CarLongPlateGen145_jpg.rf.f9a40101b62ce9b3d7f3b898e0d7ed1a.jpg,True,,True,0.784,"[237, 136, 281, 148]",0.0,44,12,3.67,V0_COLOR_CLAHE,0.3972,0 (akip,0AKIP,0AKIP,0.134,UNKNOWN,False,3. Extremely small plate resolution,1152.36
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen146_jpg.rf.8464c838eb074ac74ab4c9a0b6366f22.jpg,CarLongPlateGen146_jpg.rf.8464c838eb074ac74ab4c9a0b6366f22.jpg,True,,True,0.791,"[202, 164, 246, 176]",0.0,44,12,3.67,V1_GRAY_CLAHE,0.4613,ELEKIA,ELEKIA,ELEKIA,0.073,UNKNOWN,False,3. Extremely small plate resolution,1160.3
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1471_jpg.rf.875b1dc1a8f15ecd330e54aa77ccf402.jpg,CarLongPlateGen1471_jpg.rf.875b1dc1a8f15ecd330e54aa77ccf402.jpg,True,,True,0.787,"[253, 235, 336, 260]",0.0,83,25,3.32,V2_ADAPTIVE_BINARIZE,0.7847,61F-88270,61F88270,61F88270,0.614,UNKNOWN,False,NONE,886.1
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1478_jpg.rf.0f059c716a8985f7a9580c69c1f4fdc3.jpg,CarLongPlateGen1478_jpg.rf.0f059c716a8985f7a9580c69c1f4fdc3.jpg,True,,True,0.865,"[138, 180, 243, 257]",0.4547,105,77,1.36,V0_COLOR_CLAHE,0.94,59-U1 509.06,59U150906,59U150906,0.98,UNKNOWN,False,NONE,343.24
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1479_jpg.rf.155ff62b70bcfdcad2c3903f01bd9ffc.jpg,CarLongPlateGen1479_jpg.rf.155ff62b70bcfdcad2c3903f01bd9ffc.jpg,True,,True,0.834,"[229, 181, 322, 211]",0.0,93,30,3.1,V1_GRAY_CLAHE,0.7784,6145g881,6145G881,6145G881,0.557,UNKNOWN,False,NONE,838.32
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1483_jpg.rf.6d282d023bc5fe207cf367ee179b0c9d.jpg,CarLongPlateGen1483_jpg.rf.6d282d023bc5fe207cf367ee179b0c9d.jpg,True,,True,0.827,"[229, 166, 326, 196]",0.0,97,30,3.23,V1_GRAY_CLAHE,0.6462,614 01204,61401204,61401204,0.337,UNKNOWN,False,3. Extremely small plate resolution,946.66
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1487_jpg.rf.f3a46a8d94e1b27d219996b909d6f699.jpg,CarLongPlateGen1487_jpg.rf.f3a46a8d94e1b27d219996b909d6f699.jpg,True,,True,0.796,"[218, 168, 316, 197]",0.0,98,29,3.38,V2_ADAPTIVE_BINARIZE,0.6867,61F.06948],61F06948,61F06948,0.453,UNKNOWN,False,3. Extremely small plate resolution,925.5
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1490_jpg.rf.b4e7b12793599b0d8a198205eccdd8ee.jpg,CarLongPlateGen1490_jpg.rf.b4e7b12793599b0d8a198205eccdd8ee.jpg,True,,True,0.824,"[258, 189, 352, 219]",0.0,94,30,3.13,V2_ADAPTIVE_BINARIZE,0.5909,510.394.66_,51039466,51039466,0.291,UNKNOWN,False,3. Extremely small plate resolution,889.83
Foreign Unseen Test,e:/CDAC Dataset/CDAC_Workspace/no_plates_test_C/images/CarLongPlateGen1498_jpg.rf.7a08acd4d5d69953d28829e691d26f02.jpg,CarLongPlateGen1498_jpg.rf.7a08acd4d5d69953d28829e691d26f02.jpg,True,,True,0.826,"[211, 139, 310, 169]",0.0,99,30,3.3,V0_COLOR_CLAHE,0.701,"514,256.68",51425668,51425668,0.482,UNKNOWN,False,3. Extremely small plate resolution,888.85
